Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
506,160,FV,27,6575,Grvl,Grvl,IR1,Low,AllPub,CulDSac,Gtl,Bishopmouth,PosN,Feedr,Duplex,2Story,4,9,1975,1961,Flat,CompShg,HdBoard,BrkFace,BrkFace,167,Gd,Fa,CBlock,No,No,No,Rec,406,Unf,427,611,613,Wall,Gd,Y,SBrkr,1089,902,94,1307,1,0,3,1,1,1,TA,3,Min1,1,Gd,CarPort,1907,Fin,3,782,TA,No,P,60,195,350,9,121,314,Fa,MnWw,Shed,3968,9,2018,Con,Alloca
507,160,FV,56,9691,Pave,Pave,IR2,Bnk,AllPub,Corner,Mod,Pricehaven,Norm,PosN,1Fam,2Story,9,1,1928,1939,Hip,CompShg,MetalSd,CemntBd,Stone,361,Gd,Gd,Slab,Gd,Gd,Mn,LwQ,453,Rec,428,1081,2671,GasA,Ex,N,FuseF,1816,1352,196,3376,1,0,1,0,2,1,Gd,8,Sev,0,No,Basment,1911,Fin,1,355,TA,Fa,P,366,343,132,76,192,133,Ex,GdWo,nan,1582,8,2012,New,Alloca
508,20,RH,82,9433,Pave,Grvl,IR1,HLS,AllPub,Corner,Mod,West Kenneth,PosN,Norm,1Fam,2Story,3,9,1967,1950,Hip,Metal,CemntBd,MetalSd,CBlock,7,Ex,Gd,CBlock,Ex,Gd,No,ALQ,963,GLQ,686,74,2643,Grav,Gd,N,SBrkr,1952,173,168,3374,0,1,1,1,4,1,Fa,7,Maj2,0,Ex,Attchd,2002,Fin,1,163,Gd,Ex,N,43,464,255,80,46,281,Fa,GdWo,Othr,718,8,2017,ConLw,Partial
509,40,FV,88,9968,Pave,Grvl,Reg,HLS,AllPub,Inside,Sev,East Ginamouth,Feedr,Feedr,2FmCon,1.5Fin,6,2,1933,1992,Hip,Tar&Grv,CemntBd,VinylSd,BrkFace,444,Ex,Fa,Slab,No,TA,Gd,Unf,854,Unf,1164,969,295,GasW,Fa,Y,SBrkr,1460,891,57,3177,0,0,3,0,4,1,Gd,8,Typ,0,TA,No,1900,Unf,2,389,TA,No,N,137,345,249,12,75,488,Gd,GdWo,Shed,932,9,2017,ConLw,Normal
510,30,FV,30,5620,Pave,Grvl,IR1,Low,AllPub,Corner,Mod,Stevenborough,Artery,Feedr,TwnhsE,1.5Fin,1,1,1973,1917,Gable,Metal,CemntBd,HdBoard,Stone,385,Fa,TA,PConc,Ex,TA,Mn,GLQ,1220,LwQ,1221,352,283,Grav,Fa,N,FuseP,660,606,177,503,2,1,0,0,2,1,TA,7,Mod,1,Fa,Basment,1926,Unf,1,823,Ex,No,N,276,499,349,58,58,553,Ex,nan,Othr,825,6,2012,COD,Normal
511,40,RL,74,5400,Grvl,Pave,IR1,Lvl,AllPub,CulDSac,Mod,East Corey,PosN,Norm,TwnhsE,2Story,4,3,1906,1986,Gable,Metal,MetalSd,MetalSd,None,418,TA,Gd,CBlock,No,No,Mn,BLQ,1301,GLQ,113,435,1088,GasW,Gd,N,FuseP,1217,746,136,3863,2,0,3,0,4,1,Ex,6,Min1,1,TA,No,1985,RFn,2,859,TA,Fa,Y,26,495,332,76,119,324,Gd,GdPrv,nan,2897,8,2013,COD,Abnorml
512,160,FV,24,9447,Grvl,Pave,IR2,Lvl,AllPub,Corner,Gtl,Sosashire,Artery,Feedr,2FmCon,SLvl,4,1,1961,1984,Hip,Metal,VinylSd,CemntBd,BrkFace,173,Ex,TA,BrkTil,TA,TA,No,LwQ,1157,LwQ,969,266,1405,GasW,TA,N,FuseP,1679,547,122,3314,1,1,1,0,1,1,Gd,4,Typ,2,Gd,Attchd,1956,Unf,0,336,Ex,Ex,N,438,102,124,8,85,579,nan,MnPrv,Othr,3877,10,2019,WD,Alloca
513,40,RH,21,13141,Pave,nan,IR1,Bnk,AllPub,CulDSac,Sev,Castillobury,Artery,Artery,TwnhsE,2Story,8,9,1992,1955,Mansard,Metal,MetalSd,VinylSd,BrkFace,366,Ex,Gd,PConc,TA,Ex,Mn,LwQ,963,GLQ,1189,685,2750,Wall,TA,Y,FuseP,1492,487,160,3275,1,1,0,1,3,1,Gd,9,Typ,2,Gd,Detchd,1961,Fin,2,528,TA,No,P,425,36,253,172,62,373,Fa,GdWo,Gar2,1693,8,2020,ConLw,Partial
514,20,RL,57,16792,Pave,nan,IR1,HLS,AllPub,Inside,Sev,Reesebury,Artery,Feedr,Twnhs,2Story,7,3,1967,1998,Gable,CompShg,MetalSd,CemntBd,BrkFace,124,Ex,TA,Slab,Fa,No,Mn,BLQ,1432,BLQ,307,1222,825,GasW,Ex,Y,FuseP,1388,846,13,3902,1,1,3,0,1,1,TA,11,Min1,1,Fa,Basment,1907,Unf,1,634,Gd,TA,P,88,322,7,68,170,168,Ex,GdPrv,Shed,1511,8,2017,COD,Family
515,120,RH,98,18499,Grvl,Grvl,IR3,HLS,AllPub,Corner,Gtl,West Tasha,Norm,PosN,2FmCon,2Story,8,5,1964,1934,Hip,Metal,HdBoard,VinylSd,BrkFace,187,Fa,Ex,BrkTil,Fa,No,Mn,No,140,LwQ,1131,1126,2908,GasW,TA,Y,SBrkr,1965,1437,125,3302,2,1,1,1,4,1,Fa,5,Min2,2,No,No,2018,Unf,1,250,Fa,TA,N,124,110,190,36,142,62,nan,GdPrv,Othr,2000,6,2011,Con,Family
516,30,RM,81,10186,Grvl,nan,Reg,HLS,AllPub,Inside,Gtl,Oneillchester,Feedr,PosN,2FmCon,2Story,5,3,1972,1966,Flat,Metal,BrkFace,HdBoard,Stone,115,Gd,Fa,Slab,No,TA,Gd,LwQ,910,No,1162,381,2341,Grav,Gd,N,FuseF,1139,310,177,731,1,1,2,0,2,1,Gd,4,Mod,0,Gd,Detchd,1979,RFn,0,848,TA,Ex,P,195,327,217,105,147,8,Gd,GdWo,Othr,1827,6,2017,ConLw,Partial
517,120,FV,28,11872,Grvl,Pave,IR1,Lvl,AllPub,CulDSac,Mod,South Louisfort,Norm,Norm,TwnhsE,1.5Fin,4,8,1946,1964,Gable,CompShg,CemntBd,BrkFace,CBlock,124,Ex,Fa,CBlock,TA,Ex,Av,ALQ,603,Unf,828,1363,396,Wall,Fa,N,SBrkr,1083,1103,41,1167,0,1,0,1,1,1,Fa,6,Sal,1,TA,No,1928,Unf,0,309,Gd,Ex,P,9,300,219,107,1,161,Ex,nan,Shed,348,4,2017,WD,Partial
518,160,RH,60,19425,Grvl,Pave,IR2,Bnk,AllPub,CulDSac,Mod,North Loganside,Norm,Norm,Duplex,1Story,9,2,1908,1940,Mansard,CompShg,HdBoard,MetalSd,Stone,114,Ex,Fa,PConc,TA,TA,Av,ALQ,118,BLQ,1495,527,392,Grav,Ex,Y,FuseP,627,277,137,1337,1,0,1,1,3,1,Fa,9,Typ,0,Gd,Detchd,1985,Unf,0,830,No,Ex,P,447,316,262,124,121,87,nan,GdPrv,Othr,404,4,2011,Con,Abnorml
519,160,FV,27,10058,Grvl,Grvl,Reg,Bnk,AllPub,Inside,Gtl,East Josephburgh,Norm,Norm,Twnhs,1Story,7,6,2012,2017,Gable,CompShg,MetalSd,VinylSd,CBlock,197,Ex,Gd,PConc,Fa,Gd,Gd,GLQ,866,No,1394,1054,2432,Wall,Fa,N,FuseF,1140,12,26,2027,2,1,3,0,4,1,TA,10,Min2,1,Ex,BuiltIn,1935,Unf,2,888,Gd,Gd,P,131,288,411,38,189,529,TA,nan,nan,1795,1,2017,ConLw,Family
520,40,RH,92,14022,Pave,nan,IR1,Bnk,AllPub,Corner,Mod,Port Michaelborough,Artery,Artery,Twnhs,SLvl,6,6,2009,2013,Mansard,Tar&Grv,BrkFace,HdBoard,None,136,Ex,Ex,CBlock,Gd,No,Gd,LwQ,548,Unf,1158,761,1335,Grav,Ex,N,FuseA,469,928,13,582,2,1,0,1,4,1,TA,4,Mod,1,Fa,CarPort,2001,Unf,2,110,Ex,Fa,P,58,339,246,184,125,187,nan,MnPrv,nan,1702,11,2014,COD,Family
521,60,RL,66,6884,Pave,Grvl,Reg,HLS,AllPub,CulDSac,Gtl,Cookeland,PosN,Artery,Twnhs,1.5Fin,4,8,1995,2007,Hip,Tar&Grv,VinylSd,MetalSd,CBlock,240,Fa,TA,Slab,TA,TA,No,BLQ,784,Unf,347,713,480,Grav,Ex,Y,FuseP,753,966,116,700,0,0,1,1,1,1,Fa,5,Sal,0,No,2Types,2007,Unf,2,103,Gd,TA,Y,56,321,331,50,185,397,nan,nan,Gar2,3835,8,2012,WD,Abnorml
522,20,FV,94,8912,Pave,Grvl,IR1,HLS,AllPub,Inside,Sev,Port Brandonmouth,Artery,Artery,Duplex,SLvl,5,1,1972,1995,Flat,CompShg,BrkFace,BrkFace,Stone,142,TA,Ex,Slab,Ex,Ex,Gd,LwQ,1364,BLQ,1310,1167,175,Wall,Fa,Y,FuseP,1139,1123,82,1443,1,1,1,1,1,1,TA,5,Sev,2,Fa,No,1957,Fin,0,434,Ex,Fa,Y,268,479,77,55,1,350,TA,MnPrv,nan,460,1,2011,New,Family
523,60,RL,92,6089,Pave,Pave,IR1,Bnk,AllPub,CulDSac,Mod,New Crystalfurt,Feedr,Artery,TwnhsE,2Story,2,4,1949,1976,Hip,Metal,MetalSd,BrkFace,BrkFace,222,Gd,Fa,Slab,No,No,Mn,Unf,1429,Unf,964,756,449,Grav,Fa,Y,SBrkr,651,1416,113,939,1,1,0,0,2,1,TA,9,Typ,0,No,2Types,1955,RFn,2,841,No,Ex,N,492,499,450,29,107,456,Ex,GdPrv,Gar2,1037,1,2013,WD,Abnorml
524,120,RM,90,13679,Pave,nan,IR1,Bnk,AllPub,CulDSac,Sev,East Barbara,Artery,Norm,TwnhsE,2Story,2,7,1979,1917,Gable,Metal,VinylSd,HdBoard,Stone,242,Ex,Gd,CBlock,Fa,Fa,Mn,Rec,80,Rec,1298,1441,1640,GasW,TA,N,SBrkr,1015,593,105,2132,0,0,1,0,2,1,TA,5,Typ,2,Fa,BuiltIn,1905,Fin,1,704,Ex,Fa,P,371,188,23,162,56,114,nan,MnWw,Shed,4154,1,2017,WD,Partial
525,30,FV,90,14297,Grvl,nan,Reg,Lvl,AllPub,Inside,Gtl,Johnsonstad,PosN,Feedr,Duplex,SLvl,7,9,1905,1972,Gable,Tar&Grv,CemntBd,HdBoard,None,195,Ex,Fa,PConc,TA,Fa,Gd,LwQ,304,No,1085,150,820,GasW,Gd,Y,FuseF,616,295,93,2966,2,1,3,1,2,1,TA,4,Maj2,2,TA,BuiltIn,1962,RFn,0,85,TA,Gd,N,92,191,55,172,180,558,Ex,GdWo,Gar2,4490,5,2015,New,AdjLand
526,30,FV,77,12645,Grvl,nan,Reg,HLS,AllPub,Corner,Mod,Tiffanybury,Norm,Artery,Duplex,1.5Fin,8,5,1994,2000,Gable,Metal,VinylSd,BrkFace,BrkFace,121,Ex,TA,Slab,Gd,No,No,BLQ,121,Unf,869,44,1228,GasW,Gd,Y,FuseF,1379,819,98,3832,1,1,0,1,1,1,TA,11,Mod,2,Gd,BuiltIn,1999,Unf,0,767,Gd,No,N,485,447,191,131,69,129,TA,nan,Shed,997,2,2015,Con,Partial
527,40,RL,62,9404,Grvl,Pave,Reg,Low,AllPub,Corner,Sev,Elizabethburgh,Feedr,Artery,TwnhsE,1.5Fin,1,2,1985,2002,Hip,Tar&Grv,VinylSd,HdBoard,CBlock,413,TA,Fa,BrkTil,Fa,Gd,No,Unf,81,No,920,152,1380,GasW,Ex,N,FuseP,790,957,62,751,1,0,1,0,4,1,Fa,8,Min1,2,No,Basment,1922,RFn,1,677,Fa,TA,N,276,390,14,8,93,429,nan,GdPrv,Gar2,389,5,2012,ConLw,Family
528,60,FV,87,17624,Pave,Pave,IR2,Low,AllPub,CulDSac,Sev,Kimshire,Norm,PosN,Twnhs,1.5Fin,2,5,1901,2007,Gable,CompShg,VinylSd,VinylSd,CBlock,194,Fa,Gd,CBlock,TA,No,Mn,ALQ,1163,LwQ,283,1290,2342,GasW,TA,Y,FuseA,468,1097,47,2959,1,0,0,1,4,1,Ex,4,Sal,0,Fa,Detchd,1954,RFn,2,254,Ex,TA,N,74,342,483,9,16,59,nan,MnPrv,Othr,1492,9,2017,WD,AdjLand
529,160,RH,72,5510,Grvl,Grvl,IR1,HLS,AllPub,Inside,Mod,Port Shellyburgh,Feedr,Norm,1Fam,1Story,4,5,1943,1921,Mansard,CompShg,HdBoard,VinylSd,Stone,112,Ex,Fa,PConc,Gd,Fa,No,GLQ,1406,Unf,764,877,1273,GasW,TA,N,FuseA,1287,1443,114,1669,0,1,3,0,2,1,TA,7,Maj1,0,Gd,Attchd,1979,RFn,2,762,TA,No,N,310,160,52,13,83,650,Ex,MnWw,Shed,1636,6,2019,ConLw,Alloca
530,160,RH,26,13186,Pave,Pave,IR2,Low,AllPub,CulDSac,Gtl,Cynthiaton,Artery,Feedr,Duplex,1Story,2,7,1945,2010,Hip,Metal,VinylSd,VinylSd,CBlock,238,Ex,Gd,Slab,Fa,TA,No,BLQ,1082,Rec,737,1339,2320,Wall,Fa,Y,FuseA,1031,481,111,2745,1,1,2,0,3,1,Ex,8,Maj1,2,Gd,2Types,1983,Unf,1,816,TA,Ex,Y,37,364,203,96,23,718,Gd,GdWo,nan,1912,4,2012,COD,Abnorml
531,60,RH,96,13404,Pave,Pave,Reg,Low,AllPub,Inside,Sev,New Deanna,Feedr,Feedr,Duplex,2Story,9,9,1977,1919,Hip,Tar&Grv,BrkFace,CemntBd,BrkFace,284,Fa,Fa,CBlock,TA,TA,No,ALQ,1453,LwQ,1309,1324,2412,GasA,Fa,Y,FuseA,617,229,165,1944,1,1,2,1,1,1,Fa,5,Typ,0,TA,Detchd,1937,Unf,3,775,TA,TA,Y,128,139,484,39,49,350,Gd,nan,Gar2,2487,9,2013,New,AdjLand
532,30,FV,91,17999,Grvl,nan,IR1,Bnk,AllPub,Inside,Mod,South Matthewland,Norm,Norm,TwnhsE,1.5Fin,5,1,1957,1930,Mansard,Tar&Grv,HdBoard,HdBoard,BrkFace,157,Fa,Gd,BrkTil,Fa,No,Av,LwQ,4,BLQ,207,456,784,Grav,Ex,N,FuseA,1787,845,154,2407,2,1,0,0,1,1,Ex,9,Min2,0,TA,CarPort,1939,Unf,2,27,Fa,No,N,477,283,147,13,92,422,nan,MnPrv,nan,4941,2,2006,WD,AdjLand
533,20,RL,82,15377,Grvl,Pave,IR1,Low,AllPub,Corner,Gtl,Fisherview,Feedr,Norm,TwnhsE,SLvl,5,3,1976,1961,Hip,CompShg,MetalSd,MetalSd,Stone,76,Ex,Fa,Slab,TA,No,Av,ALQ,459,GLQ,81,735,2453,GasW,TA,N,SBrkr,1441,236,147,1222,0,0,0,1,3,1,Gd,7,Min2,1,TA,Basment,1904,Unf,0,361,Fa,TA,Y,291,252,412,60,157,330,Fa,GdPrv,Shed,367,12,2008,New,Family
534,60,RM,39,11188,Grvl,Pave,Reg,Low,AllPub,Corner,Sev,Adrianport,Artery,Norm,Twnhs,1.5Fin,8,5,1925,1970,Hip,CompShg,CemntBd,VinylSd,CBlock,273,Gd,Fa,Slab,No,Fa,Gd,Unf,309,GLQ,15,329,900,Grav,Gd,N,FuseP,1028,1284,104,3937,0,1,1,1,4,1,Gd,7,Maj2,1,Gd,Detchd,1902,RFn,3,324,No,No,Y,281,356,467,179,53,416,Gd,nan,Shed,3318,9,2013,ConLw,Family
535,20,RL,69,18187,Grvl,nan,IR3,Low,AllPub,Corner,Sev,Josephview,Norm,Artery,2FmCon,1Story,9,6,1927,2016,Gable,CompShg,VinylSd,VinylSd,CBlock,246,Gd,TA,CBlock,Fa,Fa,Gd,ALQ,909,BLQ,1467,1268,691,Grav,Fa,Y,FuseP,745,103,32,1800,1,0,0,0,4,1,Fa,8,Min1,0,No,Detchd,1913,Fin,0,896,Ex,TA,P,205,272,199,152,126,798,nan,MnWw,Shed,4441,8,2010,WD,Partial
536,120,RM,31,6837,Pave,nan,IR3,Lvl,AllPub,CulDSac,Sev,Lake Thomasshire,Artery,Feedr,2FmCon,1.5Fin,4,8,2015,1934,Flat,CompShg,HdBoard,HdBoard,CBlock,15,Fa,Ex,PConc,No,Ex,Av,ALQ,1344,LwQ,179,268,1609,Wall,Fa,N,FuseA,1668,1202,38,2284,1,1,0,1,4,1,TA,10,Maj1,0,No,BuiltIn,1908,RFn,2,852,No,No,Y,238,326,97,115,127,114,Gd,MnWw,nan,165,2,2016,COD,Abnorml
537,30,RH,89,6746,Grvl,nan,IR2,HLS,AllPub,CulDSac,Gtl,Port Josephburgh,Norm,Feedr,TwnhsE,1.5Fin,5,9,1996,1970,Mansard,CompShg,BrkFace,BrkFace,None,428,TA,TA,CBlock,Gd,Fa,Mn,LwQ,1018,LwQ,276,1348,210,Wall,TA,N,FuseA,1171,1001,40,2328,2,1,2,0,2,1,Ex,7,Maj2,1,Gd,BuiltIn,2016,Fin,1,252,TA,Ex,N,73,106,388,36,83,37,Gd,GdWo,nan,390,9,2014,COD,AdjLand
538,120,FV,37,10696,Grvl,Pave,IR1,HLS,AllPub,Corner,Mod,New Mike,Norm,Artery,Twnhs,1.5Fin,2,3,1909,1959,Mansard,CompShg,VinylSd,BrkFace,BrkFace,84,TA,Gd,CBlock,No,Fa,Av,ALQ,366,Rec,540,606,1751,Wall,TA,N,FuseP,1664,712,13,2646,1,1,1,1,4,1,Gd,9,Min1,2,Fa,BuiltIn,2003,RFn,1,211,No,Fa,P,343,154,243,54,182,150,Fa,nan,Gar2,869,9,2007,ConLw,Partial
539,160,FV,49,18735,Pave,nan,IR3,Bnk,AllPub,Inside,Sev,Seanton,Norm,PosN,Duplex,1.5Fin,8,9,1958,1959,Mansard,Metal,CemntBd,BrkFace,CBlock,11,Gd,TA,BrkTil,No,Gd,Gd,GLQ,1159,Rec,383,834,1383,GasA,TA,N,SBrkr,1612,592,72,857,1,1,2,1,4,1,Ex,7,Mod,2,Fa,2Types,1989,RFn,0,734,Gd,Fa,P,204,205,70,162,110,738,Gd,GdPrv,Gar2,387,9,2007,COD,Normal
540,40,RM,33,8284,Grvl,Grvl,IR3,Low,AllPub,Inside,Mod,Woodside,Norm,PosN,1Fam,1Story,5,2,1906,1942,Gable,Tar&Grv,BrkFace,VinylSd,Stone,358,Ex,Fa,BrkTil,TA,Ex,No,ALQ,461,ALQ,286,432,285,GasA,Gd,Y,FuseA,1423,347,192,1324,2,0,2,1,2,1,Gd,11,Maj2,1,Gd,BuiltIn,1909,Fin,3,606,Ex,Ex,N,173,200,408,22,198,734,TA,nan,Gar2,3736,5,2012,COD,AdjLand
541,160,FV,53,10455,Pave,nan,IR1,Low,AllPub,Inside,Sev,Bellhaven,PosN,Feedr,Twnhs,SLvl,6,3,1941,1922,Gable,Tar&Grv,MetalSd,BrkFace,None,480,TA,Ex,BrkTil,Gd,TA,Mn,GLQ,503,Rec,920,454,2817,Wall,TA,N,FuseP,1269,64,2,3802,2,1,2,1,1,1,Fa,10,Sal,2,Gd,2Types,1922,RFn,3,475,Fa,Fa,P,288,186,59,151,2,708,TA,MnWw,Othr,2994,9,2006,Con,Family
542,120,FV,97,8499,Pave,nan,IR1,Bnk,AllPub,Inside,Mod,Reidtown,Artery,Feedr,1Fam,1Story,3,4,1917,2003,Gable,CompShg,CemntBd,HdBoard,None,428,Fa,Gd,Slab,Gd,TA,Gd,GLQ,1314,Rec,1470,156,433,GasA,Ex,N,FuseA,641,805,109,2855,0,0,2,1,2,1,Fa,7,Min1,0,Fa,CarPort,1934,Unf,0,520,Ex,TA,Y,13,92,282,158,197,773,TA,nan,Shed,2440,11,2017,Con,Family
543,20,RL,89,13849,Pave,Pave,IR3,HLS,AllPub,CulDSac,Sev,Larsonville,Feedr,PosN,TwnhsE,1Story,1,5,1922,1929,Flat,CompShg,HdBoard,VinylSd,Stone,219,Fa,Ex,BrkTil,Gd,No,Mn,ALQ,643,GLQ,193,993,145,GasW,Fa,N,SBrkr,1004,1208,161,1962,1,0,3,1,4,1,Ex,3,Min2,1,No,2Types,1916,RFn,0,882,Gd,No,P,328,336,487,106,13,692,nan,GdPrv,Othr,2403,12,2013,Con,Abnorml
544,30,RM,92,19130,Pave,Grvl,IR3,Lvl,AllPub,CulDSac,Sev,Lewisbury,PosN,Feedr,TwnhsE,SLvl,8,3,1912,2018,Mansard,CompShg,BrkFace,BrkFace,Stone,178,Fa,Fa,BrkTil,Ex,TA,Mn,GLQ,1310,ALQ,788,1160,1320,Grav,Gd,N,FuseP,1551,203,178,1718,2,0,0,0,4,1,TA,3,Min1,0,TA,Attchd,1989,RFn,2,928,Fa,TA,N,175,306,439,81,109,186,Gd,MnPrv,Othr,2960,8,2017,ConLw,Alloca
545,20,RM,98,13245,Grvl,nan,IR3,Low,AllPub,Corner,Gtl,Adamborough,Norm,PosN,TwnhsE,1.5Fin,1,7,1933,1998,Hip,Tar&Grv,BrkFace,BrkFace,None,94,TA,TA,PConc,Gd,TA,Gd,LwQ,1228,BLQ,718,301,1895,GasW,Fa,Y,FuseP,567,921,7,3963,0,1,1,0,2,1,Gd,10,Mod,0,Gd,BuiltIn,1913,Fin,2,456,Gd,Gd,N,246,83,499,156,26,741,Fa,GdWo,Gar2,4566,11,2016,Con,AdjLand
546,40,FV,52,11354,Pave,Pave,IR1,HLS,AllPub,Corner,Mod,Patriciamouth,Norm,Norm,2FmCon,1Story,8,5,1905,1906,Gable,CompShg,BrkFace,CemntBd,Stone,223,Gd,Gd,PConc,Fa,Gd,No,Rec,657,Rec,762,306,302,Wall,Ex,Y,SBrkr,416,761,33,1696,0,1,0,0,1,1,Ex,8,Min1,1,TA,Attchd,2019,Unf,0,85,TA,No,P,279,135,422,143,86,234,nan,GdWo,Shed,2107,10,2010,COD,Family
547,40,RH,96,16884,Pave,nan,IR3,Bnk,AllPub,Corner,Mod,Lake Brandimouth,PosN,PosN,1Fam,1.5Fin,4,2,2006,1988,Hip,Metal,MetalSd,BrkFace,None,393,Ex,Ex,PConc,TA,No,Gd,Rec,301,Rec,277,373,321,Wall,Fa,N,SBrkr,1753,1487,110,3216,0,0,3,0,3,1,Ex,9,Maj1,0,Ex,CarPort,1943,Unf,1,495,No,No,P,230,81,499,145,12,74,nan,MnPrv,Gar2,4377,7,2020,New,AdjLand
548,120,RL,34,17140,Grvl,Pave,IR3,Low,AllPub,CulDSac,Sev,Nguyenville,Feedr,Feedr,TwnhsE,SLvl,8,6,2006,2018,Mansard,CompShg,BrkFace,VinylSd,CBlock,447,Gd,Gd,BrkTil,Fa,No,Av,No,322,GLQ,996,918,1420,GasW,Fa,Y,FuseF,816,1455,114,2323,0,0,0,1,4,1,Ex,10,Mod,2,No,Detchd,1997,RFn,1,798,TA,Fa,P,236,145,490,45,104,487,Gd,MnPrv,nan,2518,5,2016,Con,Family
549,30,RL,77,18862,Pave,Grvl,IR3,Low,AllPub,Inside,Sev,Hartmanchester,Norm,Feedr,1Fam,1Story,8,7,1917,2021,Mansard,Tar&Grv,HdBoard,CemntBd,None,325,Fa,Ex,PConc,Fa,TA,Av,BLQ,1095,No,72,612,2762,GasA,Ex,N,SBrkr,1914,1158,194,2825,2,0,3,1,1,1,Fa,6,Sev,1,Fa,CarPort,1966,Unf,2,570,No,TA,N,398,387,25,163,180,403,nan,GdPrv,Gar2,1241,9,2009,New,Family
550,160,FV,33,18713,Pave,nan,Reg,Low,AllPub,CulDSac,Mod,Port Wendy,Feedr,Feedr,1Fam,SLvl,2,8,1992,1937,Hip,Tar&Grv,BrkFace,HdBoard,Stone,165,TA,Gd,BrkTil,TA,Gd,Av,BLQ,1080,LwQ,1183,41,921,GasW,Gd,Y,SBrkr,1712,589,101,2630,0,0,2,0,1,1,TA,11,Typ,2,No,No,1905,Unf,3,292,Gd,Fa,Y,404,180,133,167,53,181,Fa,MnPrv,Gar2,4941,11,2013,COD,AdjLand
551,160,RH,82,8878,Grvl,Pave,IR2,Low,AllPub,Inside,Sev,Nicholasville,Artery,Norm,2FmCon,1.5Fin,5,3,1913,2004,Gable,Metal,CemntBd,HdBoard,BrkFace,291,TA,TA,PConc,TA,No,Av,ALQ,689,Unf,355,1011,456,Grav,Fa,Y,FuseP,1800,1188,52,2287,0,1,1,1,1,1,TA,9,Min1,1,Gd,BuiltIn,1986,Fin,3,956,Fa,Gd,P,13,325,411,193,48,671,Ex,nan,Shed,3854,8,2013,COD,Partial
552,30,RL,42,6186,Pave,nan,IR1,HLS,AllPub,Corner,Mod,Adamshire,Norm,Artery,1Fam,2Story,2,4,1973,1957,Flat,Tar&Grv,CemntBd,CemntBd,None,6,Fa,Gd,BrkTil,Gd,Gd,Mn,No,560,GLQ,141,586,2129,Wall,Fa,N,FuseA,449,579,112,3188,2,1,0,1,2,1,Fa,6,Min1,0,TA,Basment,1965,Unf,2,926,Ex,TA,N,20,346,498,39,115,512,Ex,MnWw,nan,2022,8,2007,Con,Abnorml
553,160,FV,72,10587,Pave,Grvl,IR1,Low,AllPub,Corner,Sev,Danielmouth,Feedr,Feedr,2FmCon,1Story,9,5,1913,2019,Gable,CompShg,BrkFace,HdBoard,CBlock,23,TA,TA,Slab,Ex,Ex,Mn,ALQ,827,GLQ,154,1213,1333,Grav,TA,Y,FuseP,1917,943,106,3567,0,0,0,1,2,1,Fa,6,Maj1,1,Gd,Detchd,1955,Fin,3,767,Ex,Gd,N,351,276,130,23,10,101,Fa,nan,Gar2,2219,10,2007,Con,Normal
554,120,RH,53,15515,Grvl,Pave,Reg,Lvl,AllPub,Corner,Gtl,Roseport,PosN,Norm,Duplex,1.5Fin,6,7,1909,2007,Flat,Tar&Grv,MetalSd,BrkFace,Stone,162,TA,Gd,Slab,Fa,Fa,Av,BLQ,218,No,705,1393,2809,GasA,TA,Y,FuseA,610,447,179,3011,1,1,0,0,3,1,TA,5,Maj1,0,Gd,Detchd,1992,RFn,3,644,No,Ex,Y,360,268,12,186,159,376,TA,GdWo,Shed,3571,4,2009,COD,Abnorml
555,20,FV,74,12059,Grvl,nan,IR2,HLS,AllPub,CulDSac,Sev,Baldwinmouth,Feedr,Norm,TwnhsE,1Story,6,6,1942,1920,Mansard,CompShg,HdBoard,CemntBd,BrkFace,12,Ex,Ex,BrkTil,Gd,Ex,Gd,GLQ,829,No,1344,1050,2872,GasW,Ex,Y,FuseF,1621,1341,41,1445,2,1,0,1,4,1,Fa,7,Min2,0,Fa,2Types,1980,Unf,1,561,No,Fa,N,277,315,121,96,24,142,TA,MnPrv,Gar2,1363,8,2019,WD,Family
